complaint_id,date_received,product,sub_product,issue,sub_issue,consumer_complaint_narrative,company_public_response,company,state,zip_code,tags,consumer_consent_provided,submitted_via,date_sent_to_company,company_response_to_consumer,timely_response,consumer_disputed?
3002194,2024-10-20 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,CA,12345,,Consent provided,Web,2024-10-23 19:10:40.896439,Closed with non-monetary relief,Yes,nan
3002195,2025-02-15 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Wells Fargo,PA,12345,,Consent provided,Web,2025-02-27 19:10:40.896439,Closed with explanation,No,nan
3002196,2026-05-08 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Citibank,MI,12345,,Consent provided,Web,2026-05-16 19:10:40.896439,Closed with explanation,Yes,No
3002197,2026-03-27 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,GA,12345,,Consent provided,Web,2026-04-03 19:10:40.896439,Untimely response,Yes,nan
3002198,2026-04-26 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Citibank,GA,12345,,Consent provided,Web,2026-05-08 19:10:40.896439,,Yes,nan
3002199,2026-04-27 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,CA,12345,,Consent provided,Web,2026-05-10 19:10:40.896439,Closed with explanation,Yes,No
3002200,2025-09-09 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,GA,12345,,Consent provided,Web,2025-09-23 19:10:40.896439,Untimely response,Yes,nan
3002201,2026-04-20 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,NC,12345,,Consent provided,Web,2026-04-30 19:10:40.896439,Closed with explanation,Yes,nan
3002202,2025-08-27 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,PA,12345,,Consent provided,Web,2025-09-07 19:10:40.896439,Closed with explanation,Yes,nan
3002203,2025-10-02 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,OH,12345,,Consent provided,Web,2025-10-04 19:10:40.896439,Closed with explanation,Yes,nan
3002204,2024-12-11 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,PA,12345,,Consent provided,Web,2024-12-11 19:10:40.896439,Closed with explanation,Yes,nan
3002205,2025-12-09 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,IL,12345,,Consent provided,Web,2025-12-09 19:10:40.896439,Closed with explanation,Yes,No
3002206,2026-04-15 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Wells Fargo,CA,12345,,Consent provided,Web,2026-04-20 19:10:40.896439,In progress,Yes,No
3002207,2026-02-14 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,TX,12345,,Consent provided,Web,2026-02-16 19:10:40.896439,Closed with explanation,Yes,No
3002208,2024-09-19 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,MI,12345,,Consent provided,Web,2024-09-22 19:10:40.896439,Closed with explanation,No,nan
3002209,2025-11-25 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,TransUnion,TX,12345,,Consent provided,Web,2025-11-25 19:10:40.896439,In progress,Yes,nan
3002210,2025-09-18 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,NC,12345,,Consent provided,Web,2025-09-25 19:10:40.896439,In progress,No,No
3002211,2025-03-15 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,PA,12345,,Consent provided,Web,2025-03-15 19:10:40.896439,Closed with explanation,Yes,Yes
3002212,2025-05-20 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Bank of America,FL,12345,,Consent provided,Web,2025-05-24 19:10:40.896439,Closed with explanation,Yes,nan
3002213,2025-03-24 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,FL,12345,,Consent provided,Web,2025-03-29 19:10:40.896439,Untimely response,Yes,No
3002214,2026-02-21 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,MI,12345,,Consent provided,Web,2026-03-07 19:10:40.896439,Closed with explanation,Yes,nan
3002215,2026-04-23 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Citibank,MI,12345,,Consent provided,Web,2026-04-24 19:10:40.896439,Closed with explanation,Yes,No
3002216,2026-01-09 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,TX,12345,,Consent provided,Web,2026-01-15 19:10:40.896439,Closed with explanation,Yes,nan
3002217,2025-07-13 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Experian,OH,12345,,Consent provided,Web,2025-07-19 19:10:40.896439,Closed with explanation,Yes,No
3002218,2026-04-02 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,CA,12345,,Consent provided,Web,2026-04-02 19:10:40.896439,Closed with explanation,No,Yes
3002219,2024-12-18 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,CA,12345,,Consent provided,Web,2024-12-21 19:10:40.896439,Closed with explanation,Yes,Yes
3002220,2025-10-06 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,MI,12345,,Consent provided,Web,2025-10-17 19:10:40.896439,Closed with explanation,Yes,nan
3002221,2025-04-10 19:10:40.896439,,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Capital One,FL,12345,,Consent provided,Web,2025-04-22 19:10:40.896439,Closed with monetary relief,Yes,No
3002222,2026-06-04 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,CA,12345,,Consent provided,Web,2026-06-07 19:10:40.896439,Closed with explanation,Yes,No
3002223,2025-05-02 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,TransUnion,FL,12345,,Consent provided,Web,2025-05-06 19:10:40.896439,Closed with explanation,Yes,No
3002224,2025-12-17 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,NC,12345,,Consent provided,Web,2025-12-17 19:10:40.896439,Closed with non-monetary relief,Yes,nan
3002225,2026-02-04 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,OH,12345,,Consent provided,Web,2026-02-04 19:10:40.896439,Closed with explanation,Yes,No
3002226,2025-02-07 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,NC,12345,,Consent provided,Web,2025-02-13 19:10:40.896439,In progress,Yes,No
3002227,2024-10-14 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,OH,12345,,Consent provided,Web,2024-10-22 19:10:40.896439,Closed with explanation,Yes,Yes
3002228,2026-01-09 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Bank of America,NC,12345,,Consent provided,Web,2026-01-09 19:10:40.896439,Closed with explanation,Yes,nan
3002229,2025-04-18 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,FL,12345,,Consent provided,Web,2025-04-19 19:10:40.896439,Closed with explanation,Yes,nan
3002230,2024-12-18 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,OH,12345,,Consent provided,Web,2024-12-23 19:10:40.896439,Closed with non-monetary relief,Yes,nan
3002231,2026-03-17 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Bank of America,PA,12345,,Consent provided,Web,2026-03-31 19:10:40.896439,Closed with explanation,Yes,nan
3002232,2024-08-09 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Wells Fargo,TX,12345,,Consent provided,Web,2024-08-23 19:10:40.896439,Untimely response,Yes,nan
3002233,2025-06-22 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,PA,12345,,Consent provided,Web,2025-06-27 19:10:40.896439,In progress,Yes,Yes
3002234,2026-05-11 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,FL,12345,,Consent provided,Web,2026-05-12 19:10:40.896439,Closed with explanation,Yes,nan
3002235,2024-09-15 19:10:40.896439,Student loan,General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,TX,12345,,Consent provided,Web,2024-09-23 19:10:40.896439,In progress,Yes,Yes
3002236,2026-04-13 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,TransUnion,IL,12345,,Consent provided,Web,2026-04-16 19:10:40.896439,Closed with explanation,Yes,No
3002237,2025-06-22 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Experian,IL,12345,,Consent provided,Web,2025-07-04 19:10:40.896439,Closed with explanation,Yes,No
3002238,2024-09-12 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,TX,12345,,Consent provided,Web,2024-09-18 19:10:40.896439,Closed with explanation,Yes,nan
